기업이름,고용형태,연봉,기업주소,키워드,기업형태,사원수,매출액
주식회사 피매치,2 ~ 5년 · 정규직,회사내규에 따름,서울 마포구 마포대로 122 신용보증기금빌딩,딥러닝,주식회사업종제약·보건·바이오기업주소서울 마포구 마포대로 122 신용보증기금빌딩,-,-
(주)플래티어,9 ~ 20년 · 정규직,회사내규에 따름,"서울 송파구 법원로9길 26, 디동 제6층 (문정동,에이치비지니스파크)",딥러닝,"코스닥, 중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",265,-
(주)루닛,3 ~ 7년 · 정규직,회사내규에 따름,"서울 강남구 강남대로 374, 4층, 5층, 6층, 7층, 8층, 9층 (역삼동,케이스퀘어 강남2)",딥러닝,"코스닥, 중소기업, 스타트업, 외국인 투..홈페이지",-,-
(주)업스테이지,3 ~ 15년 · 정규직,회사내규에 따름,"경기 용인시 수지구 광교중앙로 338, A동 815호",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,130,-
한화비전(주),3 ~ 12년 · 정규직,회사내규에 따름,경기 성남시 분당구 판교로319번길 6,딥러닝,대기업업종방송장비 제조업,800,-
(주)에너자이,신입 · 경력 · 정규직,회사내규에 따름,서울 종로구 경희궁길 15,딥러닝,"중소기업, 스타트업, 주식회사업종피자, 햄버거, 샌드위치 및 유사 음식점업",110,"142억 8,858만"
아이헤이트플라잉버그스(주),5 ~ 10년 · 정규직,회사내규에 따름,"서울 영등포구 여의대로 108, 타워1 39층",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업설립일",-,-
(주)이랜드이노플,3 ~ 7년 · 정규직,회사내규에 따름,"서울 금천구 가산디지털1로 88, 18층 (가산동,아이티프리미어)",딥러닝,"대기업, 외부감사법인업종컴퓨터시스템 통합 자문 및 구축 서비스업",128,-
(주)플래티어,6 ~ 12년 · 정규직,회사내규에 따름,"서울 송파구 법원로9길 26, 디동 제6층 (문정동,에이치비지니스파크)",딥러닝,"코스닥, 중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",265,-
(주)라온메디,1 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로 723, B동 404호 (야탑동,분당테크노파크)",딥러닝,"중소기업, 연구소, 주식회사업종시스템 소프트웨어 개발 및 공급업",18,-
(주)클레온,2 ~ 10년 · 정규직,회사내규에 따름,"서울 중구 소월로2길 30, 18층 (남대문로5가,티타워)",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",43,-
블루닷(주),신입 · 경력 · 정규직,회사내규에 따름,"서울 강남구 언주로 527, 4층",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종시스템 소프트웨어 개발 및 공급업",25,-
(주)니어스랩,2 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 논현로 417, 4,5층 (역삼동,화원빌딩)",딥러닝,"중소기업, 스타트업, 연구소, 주식회사, ..업종시스템 소프트웨어 개발 및 공급업",82,-
(주)엠디에스인텔리전스,2 ~ 9년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로228번길 17, 1동 901호",딥러닝,"중견기업, 주식회사업종응용 소프트웨어 개발 및 공급업",86,-
(주)에프에스솔루션,3 ~ 7년 · 정규직,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",18,-
(주)에이모,4 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로228번길 17, 이랜텍동9층 (삼평동,판교세븐벤처밸리2)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업설립일",-,-
(주)에이모,4 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로228번길 17, 이랜텍동9층 (삼평동,판교세븐벤처밸리2)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업설립일",-,-
(주)에이모,5 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로228번길 17, 이랜텍동9층 (삼평동,판교세븐벤처밸리2)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업설립일",-,-
블루닷(주),4 ~ 12년 · 정규직,회사내규에 따름,"서울 강남구 언주로 527, 4층",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종시스템 소프트웨어 개발 및 공급업",25,-
(주)루닛,3 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 강남대로 374, 4층, 5층, 6층, 7층, 8층, 9층 (역삼동,케이스퀘어 강남2)",딥러닝,"코스닥, 중소기업, 스타트업, 외국인 투..홈페이지",-,-
(주)에너자이,2 ~ 3년 · 정규직,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)니어스랩,3 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 논현로 417, 4,5층 (역삼동,화원빌딩)",딥러닝,"중소기업, 스타트업, 연구소, 주식회사, ..업종시스템 소프트웨어 개발 및 공급업",82,-
(주)딥브레인에이아이,5 ~ 10년 · 정규직,회사내규에 따름,서울 강남구 역삼로7길 6,딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종데이터베이스 및 온라인정보 제공업",74,-
(주)슈프리마,2 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 분당구 정자일로 248, 17층 5호",딥러닝,"코스닥, 중소기업, 주식회사업종유선 통신장비 제조업",210,-
(주)슈프리마,2 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 분당구 정자일로 248, 17층 5호",딥러닝,"코스닥, 중소기업, 주식회사업종유선 통신장비 제조업",210,-
(주)펀진,10 ~ 20년 · 정규직,회사내규에 따름,"서울 성동구 연무장5가길 7, 이스트동 13층 (성수동2가,현대테라스타워)",딥러닝,"중소기업, 스타트업, 주식회사, 수출입 ..업종컴퓨터시스템 통합 자문 및 구축 서비스업",64,-
(주)펀진,1 ~ 5년 · 정규직,회사내규에 따름,"서울 성동구 연무장5가길 7, 이스트동 13층 (성수동2가,현대테라스타워)",딥러닝,"중소기업, 스타트업, 주식회사, 수출입 ..업종컴퓨터시스템 통합 자문 및 구축 서비스업",64,-
에이클시스템(주),5 ~ 20년 · 정규직,회사내규에 따름,"서울 성동구 성수이로10길 14, 702호",딥러닝,"중소기업, 주식회사업종컴퓨터 및 주변장치, 소프트웨어 도매업",7,-
(주)딥인사이트,2 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 분당구 대왕판교로 660, 7층 비-702호 (삼평동,유스페이스1)",딥러닝,"중소기업, 연구소, 주식회사업종컴퓨터 프로그래밍 서비스업",32,-
(주)플래티어,2 ~ 15년 · 정규직,회사내규에 따름,"서울 송파구 법원로9길 26, 디동 제6층 (문정동,에이치비지니스파크)",딥러닝,"코스닥, 중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",265,-
(주)플래티어,1 ~ 10년 · 정규직,회사내규에 따름,"서울 송파구 법원로9길 26, 디동 제6층 (문정동,에이치비지니스파크)",딥러닝,"코스닥, 중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",265,-
(주)라온로드,신입 · 경력 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로 723, 제비동 406호, 406-1호 (야탑동,분당테크노파크)",딥러닝,"중소기업, 주식회사, 연구소업종교통 신호장치 제조업설립일",-,-
(주)라온로드,신입 · 경력 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로 723, 제비동 406호, 406-1호 (야탑동,분당테크노파크)",딥러닝,"중소기업, 주식회사, 연구소업종교통 신호장치 제조업설립일",-,-
(주)라온로드,신입 · 경력 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로 723, 제비동 406호, 406-1호 (야탑동,분당테크노파크)",딥러닝,"중소기업, 주식회사, 연구소업종교통 신호장치 제조업설립일",-,-
(주)딥브레인에이아이,2 ~ 20년 · 정규직,회사내규에 따름,서울 강남구 역삼로7길 6,딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종데이터베이스 및 온라인정보 제공업",74,-
(주)딥브레인에이아이,3 ~ 20년 · 정규직,회사내규에 따름,서울 강남구 역삼로7길 6,딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종데이터베이스 및 온라인정보 제공업",74,-
(주)모빌린트,신입 · 경력 · 정규직,회사내규에 따름,"서울 강남구 테헤란로19길 5, 7층 (역삼동,삼보빌딩)",딥러닝,"중소기업, 주식회사, 연구소, 병역특례 ..업종자연과학 및 공학 융합 연구개발업",23,-
(주)모빌린트,신입 · 경력 · 정규직,회사내규에 따름,"서울 강남구 테헤란로19길 5, 7층 (역삼동,삼보빌딩)",딥러닝,"중소기업, 주식회사, 연구소, 병역특례 ..업종자연과학 및 공학 융합 연구개발업",23,-
(주)어센트코리아,5 ~ 15년 · 정규직,회사내규에 따름,"서울 강남구 도산대로16길 15, 301호 (논현동,용헌회관)",딥러닝,"중소기업, 주식회사, 수출입 기업업종응용 소프트웨어 개발 및 공급업",81,-
(주)씨유박스,3 ~ 20년 · 정규직,회사내규에 따름,서울 강남구 테헤란로22길 12,딥러닝,"코스닥, 중소기업, 외부감사법인, 주식회..업종응용 소프트웨어 개발 및 공급업",132,-
(주)모빌린트,5 ~ 20년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로19길 5, 7층 (역삼동,삼보빌딩)",딥러닝,"중소기업, 주식회사, 연구소, 병역특례 ..업종자연과학 및 공학 융합 연구개발업",23,-
블루닷(주),3 ~ 12년 · 정규직,회사내규에 따름,"서울 강남구 언주로 527, 4층",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종시스템 소프트웨어 개발 및 공급업",25,-
(주)칩스앤미디어,2 ~ 8년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로 509, 엔씨타워1 7층,8층",딥러닝,"코넥스, 중소기업, 외부감사법인, 연구소..업종비메모리용 및 기타 전자집적회로 제조업",80,-
(주)클레온,3 ~ 10년 · 정규직,회사내규에 따름,"서울 중구 소월로2길 30, 18층 (남대문로5가,티타워)",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",43,-
(주)미리디,6 ~ 15년 · 정규직,회사내규에 따름,"서울 구로구 디지털로31길 12, 8층",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종응용 소프트웨어 개발 및 공급업",282,-
(주)파수,5 ~ 10년 · 정규직,회사내규에 따름,"서울 마포구 월드컵북로 396, 17층 (상암동,누리꿈스퀘어비즈니스센타)",딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",244,-
(주)에스피에이치,3 ~ 15년 · 정규직,회사내규에 따름,"서울 마포구 마포대로 92, A동 3층",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",40,-
(주)모빌린트,신입 · 경력 · 정규직,회사내규에 따름,"서울 강남구 테헤란로19길 5, 7층 (역삼동,삼보빌딩)",딥러닝,"중소기업, 주식회사, 연구소, 병역특례 ..업종자연과학 및 공학 융합 연구개발업",23,-
(주)모빌린트,신입 · 경력 · 정규직,회사내규에 따름,"서울 강남구 테헤란로19길 5, 7층 (역삼동,삼보빌딩)",딥러닝,"중소기업, 주식회사, 연구소, 병역특례 ..업종자연과학 및 공학 융합 연구개발업",23,-
(주)에너자이,신입 · 경력 · 정규직,회사내규에 따름,"서울 동대문구 청계천로 489, 9층",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,18,14억 560만
(주)에너자이,신입 · 경력 · 정규직,회사내규에 따름,"서울 동대문구 청계천로 489, 9층",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,18,14억 560만
(주)엑셈,5 ~ 10년 · 정규직,회사내규에 따름,"서울 강서구 마곡중앙8로5길 40, (주)엑셈",딥러닝,"코스닥, 중소기업, 주식회사, 병역특례 ..업종시스템 소프트웨어 개발 및 공급업",307,-
(주)플래티어,2 ~ 5년 · 정규직,회사내규에 따름,"서울 송파구 법원로9길 26, 디동 제6층 (문정동,에이치비지니스파크)",딥러닝,"코스닥, 중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",265,-
(주)뉴로다임,신입 · 경력 · 정규직,회사내규에 따름,"서울 성동구 성수일로 77, 805호",딥러닝,"중소기업, 주식회사설립일",-,-
디앤아이 컨설팅㈜,경력무관 · 정규직,면접 후 결정,"서울 동대문구 청계천로 489, 9층",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,18,14억 560만
포트리스이노베이션(주),경력무관 · 정규직,면접 후 결정,"대전 유성구 테크노4로 17, D동 305호",딥러닝,"중견기업, 사단법인업종경영 컨설팅업",13,-
(주)다윈솔루션,신입 · 경력 · 정규직,면접 후 결정,"서울 금천구 가산디지털2로 169-23, 1601-3호",딥러닝,"중소기업, 주식회사업종컴퓨터 제조업",5,-
(주)이콜트리,신입 · 경력 · 정규직,면접 후 결정,"서울 강남구 테헤란로22길 14, 7층 (역삼동,중유빌딩)",딥러닝,"중소기업, 스타트업, 주식회사업종응용 소프트웨어 개발 및 공급업",15,-
(주)컨트롤웍스,신입 · 경력 · 정규직,회사내규에 따름,"서울 강남구 언주로81길 13, 5층 (역삼동,진일빌딩)",딥러닝,"중소기업, 스타트업, 연구소, 주식회사, ..업종그 외 자동차용 신품 부품 제조업",77,-
(주)에프에스솔루션,경력 3년↑ · 정규직,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)에프에스솔루션,신입 · 정규직,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)인라이플,경력 3년↓ · 정규직,면접 후 결정,"서울 구로구 디지털로 272, 501호,502호,503호,504호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",233,-
(주)에스에프에이,신입 · 경력 · 정규직,면접 후 결정,경기 화성시 동탄순환대로29길 25,딥러닝,"코스닥, 중견기업, 1000대기업, 외부감사..업종그 외 기타 특수목적용 기계 제조업",717,-
블루센(주),경력무관 · 정규직,면접 후 결정,대구 달성군 구지면 국가산단대로34길 30,딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종물질 검사, 측정 및 분석기구 제조업",61,-
(주)하이비젼시스템,신입 · 경력 · 정규직,면접 후 결정,경기 성남시 중원구 둔촌대로 527,딥러닝,"코스닥, 중견기업, 외부감사법인, 수출입..업종사진기, 영사기 및 관련 장비 제조업",381,-
(주)하이비젼시스템,경력 5년↑ · 정규직,면접 후 결정,경기 성남시 중원구 둔촌대로 527,딥러닝,"코스닥, 중견기업, 외부감사법인, 수출입..업종사진기, 영사기 및 관련 장비 제조업",381,-
(주)하이비젼시스템,5 ~ 7년 · 정규직,면접 후 결정,경기 성남시 중원구 둔촌대로 527,딥러닝,"코스닥, 중견기업, 외부감사법인, 수출입..업종사진기, 영사기 및 관련 장비 제조업",381,-
(주)고스트로보틱스테크놀로지,3 ~ 10년 · 정규직,면접 후 결정,"서울 강남구 봉은사로 326, 4층",딥러닝,중소기업업종산업용 로봇 제조업,5,-
(주)고스트로보틱스테크놀로지,4 ~ 10년 · 정규직,면접 후 결정,"서울 강남구 봉은사로 326, 4층",딥러닝,중소기업업종산업용 로봇 제조업,5,-
