기업이름,분야,평점,연봉,2차산업군
에스케이브로드밴드(주) ,IT/웹/통신,3.5,5312,IT
한국오라클(유) ,IT/웹/통신,3.3,5964,IT
이씨이십일(주) ,IT/웹/통신,2.4,3719,IT
(주)난다 ,IT/웹/통신,2.8,3138,IT
메가존클라우드(주) ,IT/웹/통신,2.8,4309,IT
(주)와이드넷엔지니어링 ,IT/웹/통신,2.4,2720,IT
엔에이치엔커머스(주) ,IT/웹/통신,2.7,3543,IT
(주)푸드나무 ,IT/웹/통신,2.4,3120,IT
(주)오토소프트 ,IT/웹/통신,2.2,2644,IT
(주)한글과컴퓨터 ,IT/웹/통신,2.6,4676,IT
(주)펜타브리드 ,IT/웹/통신,2.8,3579,IT
(주)클래스101 ,IT/웹/통신,2.5,4288,IT
오픈타이드코리아(주) ,IT/웹/통신,2.7,3592,IT
(주)써스포 ,IT/웹/통신,2.5,2613,IT
테스트이앤씨(주) ,IT/웹/통신,2.5,2633,IT
(주)이지서티 ,IT/웹/통신,2.4,3182,IT
슈어소프트테크(주) ,IT/웹/통신,3.1,3948,IT
(주)디지털다임 ,IT/웹/통신,2.7,3393,IT
블루버드(주) ,IT/웹/통신,2.7,4392,IT
네이버시스템(주) ,IT/웹/통신,2.6,3615,IT
(주)골프존 ,IT/웹/통신,3.2,4695,IT
코오롱베니트(주) ,IT/웹/통신,3.1,5176,IT
(주)블랙홀릭 ,IT/웹/통신,2.5,3245,IT
(주)아이비케이시스템 ,IT/웹/통신,2.9,4482,IT
(주)크래프톤 ,IT/웹/통신,3.4,5179,IT
(주)드림어스컴퍼니 ,IT/웹/통신,2.7,4164,IT
(주)폴라리스오피스 ,IT/웹/통신,3.1,4127,IT
(주)샌드박스네트워크 ,IT/웹/통신,3.1,3973,IT
(주)아이패밀리에스씨 ,IT/웹/통신,2.9,2849,IT
메타넷글로벌(유) ,IT/웹/통신,3,4765,IT
이지케어텍(주) ,IT/웹/통신,2.9,4136,IT
(주)카카오엔터테인먼트 ,IT/웹/통신,3.2,4951,IT
인크루트알바콜(주) ,IT/웹/통신,2.6,2903,IT
옐로오투오(주) ,IT/웹/통신,2.1,2707,IT
(주)비바리퍼블리카 ,IT/웹/통신,3.6,5514,IT
(주)유엔에이엔지니어링 ,IT/웹/통신,2.5,2827,IT
(주)토마토시스템 ,IT/웹/통신,2.9,3633,IT
(주)코그 ,IT/웹/통신,3.9,3237,IT
알서포트(주) ,IT/웹/통신,2.9,3998,IT
다날(주) ,IT/웹/통신,3,4031,IT
(주)카카오엔터프라이즈 ,IT/웹/통신,3.4,6510,IT
(주)파수 ,IT/웹/통신,3.1,4298,IT
(주)애드캡슐소프트 ,IT/웹/통신,2.4,3335,IT
(주)연합뉴스 ,IT/웹/통신,3.4,5370,IT
(주)지씨케어 ,IT/웹/통신,2.2,5748,IT
케이지모빌리언스(주) ,IT/웹/통신,1.8,3748,IT
와디즈 ,IT/웹/통신,2.9,3852,IT
(주)코난테크놀로지 ,IT/웹/통신,2.6,3863,IT
쌍용정보통신(주) ,IT/웹/통신,2.5,4076,IT
(주)코이스 ,IT/웹/통신,1.9,3229,IT
더핑크퐁컴퍼니(주) ,IT/웹/통신,2.7,3935,IT
다음커뮤니케이션(주) ,IT/웹/통신,3.7,4291,IT
케이원정보통신(주) ,IT/웹/통신,2.1,2584,IT
(주)알티캐스트 ,IT/웹/통신,3.2,4118,IT
(주)엔디에스 ,IT/웹/통신,2.5,4382,IT
(주)웅진 ,IT/웹/통신,3.1,4409,IT
(주)컴파트너스 ,IT/웹/통신,2.3,2572,IT
(재)한국특허기술진흥원 ,IT/웹/통신,2.9,3504,IT
인베니아(주) ,IT/웹/통신,2.9,4226,IT
한국마이크로소프트(유) ,IT/웹/통신,3.6,7615,IT
한국아이비엠테크니컬솔루션(유) ,IT/웹/통신,2.7,3432,IT
가비아(주) ,IT/웹/통신,3.5,4450,IT
대보정보통신(주) ,IT/웹/통신,2.4,3671,IT
퓨렌스(주) ,IT/웹/통신,2.7,3017,IT
(주)지어소프트 ,IT/웹/통신,2.5,3487,IT
(주)엠디에스테크 ,IT/웹/통신,3,4275,IT
(주)콤텍시스템 ,IT/웹/통신,2.9,3921,IT
(주)조이시티 ,IT/웹/통신,3.1,4164,IT
틱톡 ,IT/웹/통신,2.6,4517,IT
(주)아사달 ,IT/웹/통신,2.5,3496,IT
(주)비트컴퓨터 ,IT/웹/통신,2.4,5044,IT
(주)이모션글로벌 ,IT/웹/통신,2.6,3490,IT
아이헤이트플라잉버그스(주) ,IT/웹/통신,2.8,3508,IT
(주)디비아이엔씨 ,IT/웹/통신,2.7,5020,IT
(주)스마일게이트엔터테인먼트 ,IT/웹/통신,3.4,4775,IT
엔에이치엔케이씨피(주) ,IT/웹/통신,3,3863,IT
페이레터(주) ,IT/웹/통신,2.5,3764,IT
(주)유비케어 ,IT/웹/통신,2.8,3888,IT
(주)가온아이 ,IT/웹/통신,2.4,3298,IT
(주)그라비티 ,IT/웹/통신,2.5,4260,IT
대우정보시스템(주) ,IT/웹/통신,2.7,3561,IT
더화이트커뮤니케이션(주) ,IT/웹/통신,2.4,3224,IT
(주)진학사 ,IT/웹/통신,3.3,3702,IT
이니텍(주) ,IT/웹/통신,2.4,3899,IT
현대엠엔소프트(주) ,IT/웹/통신,2.9,4678,IT
에스코어(주) ,IT/웹/통신,3.2,5329,IT
(주)인사이트컴퍼니 ,IT/웹/통신,1.6,3111,IT
에임시스템(주) ,IT/웹/통신,2.8,3832,IT
케이씨씨정보통신(주) ,IT/웹/통신,2.7,3727,IT
(주)그린랩스 ,IT/웹/통신,2.8,5064,IT
(주)위즈그룹 ,IT/웹/통신,1.6,2426,IT
나무커뮤니케이션(주) ,IT/웹/통신,2.7,2896,IT
에스큐아이소프트(주) ,IT/웹/통신,3.1,3350,IT
(주)하이퍼커넥트 ,IT/웹/통신,3.2,5155,IT
게임빌(주) ,IT/웹/통신,2.7,4047,IT
웹케시(주) ,IT/웹/통신,2.9,4031,IT
(주)지니 ,IT/웹/통신,1.7,2884,IT
(주)케이비데이타시스템 ,IT/웹/통신,3.2,4876,IT
(주)바이널씨 ,IT/웹/통신,2.8,3479,IT
(주)이트라이브 ,IT/웹/통신,2.3,3504,IT
(주)위민 ,IT/웹/통신,3.2,2612,IT
(주)키위컴퍼니 ,IT/웹/통신,2.2,3256,IT
구글코리아(유) ,IT/웹/통신,4.3,7032,IT
한솔인티큐브(주) ,IT/웹/통신,3,4362,IT
디케이서비스(주) ,IT/웹/통신,2.5,2271,IT
트리노드(주) ,IT/웹/통신,2.5,3446,IT
(주)모니터랩 ,IT/웹/통신,2.1,3450,IT
(주)바이브컴퍼니 ,IT/웹/통신,2.9,4171,IT
유비벨록스(주) ,IT/웹/통신,2.5,3808,IT
(주)스마일게이트스토브 ,IT/웹/통신,2.2,5253,IT
(주)엑셈 ,IT/웹/통신,3.3,4030,IT
대신정보통신(주) ,IT/웹/통신,2.6,3860,IT
(유)미소 ,IT/웹/통신,2.7,3714,IT
(주)미디어윌네트웍스 ,IT/웹/통신,2.3,3641,IT
(주)싸이버원 ,IT/웹/통신,3.1,3448,IT
(주)쿠프마케팅 ,IT/웹/통신,2.3,3503,IT
소리바다(주) ,IT/웹/통신,2.3,3570,IT
펜타시큐리티(주) ,IT/웹/통신,3,3957,IT
(주)마음에이아이 ,IT/웹/통신,1.9,3978,IT
네오싸이언(주) ,IT/웹/통신,2.1,3528,IT
(주)스포티비 ,IT/웹/통신,1.7,3160,IT
(주)디케이비즈니스 ,IT/웹/통신,2.6,2433,IT
뱅크웨어글로벌(주) ,IT/웹/통신,3.1,4548,IT
아시아나아이디티(주) ,IT/웹/통신,2.9,4977,IT
(주)에쓰씨케이 ,IT/웹/통신,2.8,4163,IT
(주)오케이포스 ,IT/웹/통신,2.7,3562,IT
스카우트(주) ,IT/웹/통신,2.6,2857,IT
엔카닷컴(주) ,IT/웹/통신,3.4,4560,IT
마이리얼트립(주) ,IT/웹/통신,3.7,4474,IT
(주)엘솔컴퍼니 ,IT/웹/통신,2.5,3502,IT
(주)농협정보시스템 ,IT/웹/통신,3,5407,IT
(주)솔트룩스 ,IT/웹/통신,2.8,4185,IT
(주)시큐아이 ,IT/웹/통신,3.1,4898,IT
(주)타이탄플랫폼 ,IT/웹/통신,1.9,3952,IT
인포뱅크(주) ,IT/웹/통신,3,3875,IT
(주)잉카인터넷 ,IT/웹/통신,2.7,3745,IT
(주)에티버스 ,IT/웹/통신,2.7,3530,IT
(주)영림원소프트랩 ,IT/웹/통신,3,4050,IT
(주)파이오링크 ,IT/웹/통신,3.3,3754,IT
(주)곰앤컴퍼니 ,IT/웹/통신,2.5,3753,IT
(주)아이온커뮤니케이션즈 ,IT/웹/통신,2.8,3901,IT
(주)우리요 ,IT/웹/통신,3.7,3325,IT
(주)야나두 ,IT/웹/통신,2.5,4110,IT
(주)아이엠비씨 ,IT/웹/통신,2.7,3394,IT
(주)엔텔스 ,IT/웹/통신,2.9,4301,IT
(주)예스콜닷컴 ,IT/웹/통신,2.8,2568,IT
(주)오케이몰 ,IT/웹/통신,3.6,4259,IT
굿어스(주) ,IT/웹/통신,3.1,3645,IT
한국통신인터넷기술(주) ,IT/웹/통신,2.5,3004,IT
(주)무브게임즈 ,IT/웹/통신,2,3100,IT
(주)디지틀조선일보 ,IT/웹/통신,2.7,3103,IT
인피니트헬스케어(주) ,IT/웹/통신,2.9,3944,IT
스노우(주) ,IT/웹/통신,4.1,4969,IT
트립닷컴 ,IT/웹/통신,2.9,3585,IT
한국지역정보개발원 ,IT/웹/통신,2.7,4131,IT
(주)위버스마인드 ,IT/웹/통신,2.8,3269,IT
케이엘정보통신(주) ,IT/웹/통신,2.5,3099,IT
하이브랩(주) ,IT/웹/통신,2.7,3373,IT
(주)골드넥스 ,IT/웹/통신,2.7,2781,IT
라온시큐어(주) ,IT/웹/통신,3.4,4536,IT
데브시스터즈(주) ,IT/웹/통신,3.6,4704,IT
(주)빗썸코리아 ,IT/웹/통신,3.2,5268,IT
(주)캐스트이즈 ,IT/웹/통신,2.7,3889,IT
(주)코비젼 ,IT/웹/통신,2.7,3901,IT
위니텍(주) ,IT/웹/통신,2.8,3213,IT
(주)네비웍스 ,IT/웹/통신,2.3,3747,IT
(주)에이텍 ,IT/웹/통신,2.6,3345,IT
(주)큐로드 ,IT/웹/통신,2.3,3135,IT
(주)플립커뮤니케이션즈 ,IT/웹/통신,3.1,3701,IT
굿모닝아이텍(주) ,IT/웹/통신,3.1,3733,IT
이퓨전아이(주) ,IT/웹/통신,2.3,2769,IT
한빛소프트(주) ,IT/웹/통신,2.6,3142,IT
한일네트웍스(주) ,IT/웹/통신,2.8,3528,IT
(주)이테크시스템 ,IT/웹/통신,2.6,3739,IT
(주)엠에스티씨 ,IT/웹/통신,2.5,2869,IT
(주)투비소프트 ,IT/웹/통신,2.8,3852,IT
에스에이피코리아(주) ,IT/웹/통신,3.9,6835,IT
한국모바일인증(주) ,IT/웹/통신,2.8,3274,IT
미디어젠(주) ,IT/웹/통신,2.3,3666,IT
(주)웹이즈 ,IT/웹/통신,2.3,3268,IT
(주)씨디네트웍스 ,IT/웹/통신,3,4373,IT
(주)알앤비소프트 ,IT/웹/통신,3,3543,IT
유엔젤(주) ,IT/웹/통신,3.1,3998,IT
이데일리(주) ,IT/웹/통신,2.8,3776,IT
테크빌교육(주) ,IT/웹/통신,2.6,3571,IT
현대에이치디에스(주) ,IT/웹/통신,3.1,4964,IT
(주)여보야 ,IT/웹/통신,1.8,4029,IT
(주)펀엔씨 ,IT/웹/통신,2.2,4486,IT
(주)엔에이치엔다이퀘스트 ,IT/웹/통신,2.9,3702,IT
토비스(주) ,IT/웹/통신,2.8,4371,IT
(주)피씨엔 ,IT/웹/통신,2.5,3464,IT
유플리트(주) ,IT/웹/통신,2.4,3196,IT
(주)버킷플레이스 ,IT/웹/통신,3.8,4822,IT
(주)집토스 ,IT/웹/통신,2.4,3098,IT
한국내쇼날인스트루먼트(주) ,IT/웹/통신,3.3,5071,IT
(주)더크림유니언 ,IT/웹/통신,2.5,3002,IT
(주)레진엔터테인먼트 ,IT/웹/통신,2.9,3912,IT
(주)진코퍼레이션 ,IT/웹/통신,2.6,3396,IT
디케이유엔씨(주) ,IT/웹/통신,2.5,3656,IT
(주)썬더소프트코리아 ,IT/웹/통신,2.6,3828,IT
(주)에이쓰리시큐리티 ,IT/웹/통신,2.5,3245,IT
(주)카카오스타일 ,IT/웹/통신,3.4,4772,IT
미래아이콘(주) ,IT/웹/통신,2.8,2605,IT
(주)소만사 ,IT/웹/통신,3.2,3765,IT
(주)슈가힐 ,IT/웹/통신,2.4,3577,IT
(주)트릿지 ,IT/웹/통신,3.1,4569,IT
코코네엠(주) ,IT/웹/통신,2.3,3492,IT
(주)아스템즈 ,IT/웹/통신,2.5,3391,IT
(주)후이즈 ,IT/웹/통신,2.7,3028,IT
(주)카카오브이엑스 ,IT/웹/통신,3.2,4216,IT
드래곤플라이(주) ,IT/웹/통신,2.1,3947,IT
엑스엘게임즈(주) ,IT/웹/통신,3.2,4051,IT
한국정보통신(주) ,IT/웹/통신,3.4,4874,IT
(주)엠로 ,IT/웹/통신,3.1,4254,IT
(주)티디아이 ,IT/웹/통신,2.2,3407,IT
아이피그룹(주) ,IT/웹/통신,2.3,3256,IT
에이치엔아이엔씨(주) ,IT/웹/통신,2.6,4480,IT
(주)나온소프트 ,IT/웹/통신,2.6,3678,IT
(주)에이에스피엔 ,IT/웹/통신,3.1,3675,IT
(주)와일리 ,IT/웹/통신,2.4,3356,IT
(주)케어랩스 ,IT/웹/통신,2.9,3430,IT
씨에이에스(주) ,IT/웹/통신,2.1,3123,IT
(주)에이트원 ,IT/웹/통신,1.8,3269,IT
(주)큐드 ,IT/웹/통신,2.1,2561,IT
우리에프아이에스(주) ,IT/웹/통신,4,6822,IT
한진정보통신(주) ,IT/웹/통신,3,5474,IT
(주)발란 ,IT/웹/통신,2.7,4467,IT
(주)쇼엠 ,IT/웹/통신,3.9,2838,IT
(주)엘루오씨앤씨 ,IT/웹/통신,2.7,3599,IT
(주)인젠트 ,IT/웹/통신,2.8,3711,IT
(주)케이지제로인 ,IT/웹/통신,2.2,4282,IT
네이버클라우드(주) ,IT/웹/통신,4.1,5873,IT
리파인(주) ,IT/웹/통신,2.3,3601,IT
(주)엔키아 ,IT/웹/통신,2.7,3542,IT
(주)케이에스넷 ,IT/웹/통신,3.1,3825,IT
아이덴티티게임즈(주) ,IT/웹/통신,2.6,3739,IT
(주)얍컴퍼니 ,IT/웹/통신,2.7,4046,IT
스테이션3(주) ,IT/웹/통신,2.8,3573,IT
(주)케이스타그룹 ,IT/웹/통신,1.3,3099,IT
디비에프아이에스(주) ,IT/웹/통신,2.7,4955,IT
(주)링네트 ,IT/웹/통신,3.3,4158,IT
갤럭시아머니트리(주) ,IT/웹/통신,2.2,3972,IT
라온피플(주) ,IT/웹/통신,2.3,4592,IT
매드업(주) ,IT/웹/통신,3.4,4051,IT
슈어엠(주) ,IT/웹/통신,2.2,2908,IT
(주)딜리 ,IT/웹/통신,1.7,3567,IT
(주)브리지텍 ,IT/웹/통신,2.6,4356,IT
(주)유비온 ,IT/웹/통신,2.8,3535,IT
(주)투믹스 ,IT/웹/통신,2.7,3107,IT
마크애니(주) ,IT/웹/통신,2.7,3670,IT
(주)쓰리아이 ,IT/웹/통신,2.9,4343,IT
(주)이루온 ,IT/웹/통신,2.5,3376,IT
라인게임즈(주) ,IT/웹/통신,2.8,4517,IT
플리토(주) ,IT/웹/통신,3.1,3748,IT
(주)카카오모빌리티 ,IT/웹/통신,3.7,5851,IT
(주)탑코 ,IT/웹/통신,2.3,3090,IT
동양네트웍스(주) ,IT/웹/통신,2.6,4017,IT
비플라이소프트(주) ,IT/웹/통신,2.1,3441,IT
중외정보기술(주) ,IT/웹/통신,2.2,3177,IT
(주)엔비티 ,IT/웹/통신,2.4,4531,IT
(주)팍스넷 ,IT/웹/통신,2,3575,IT
(주)스터디맥스 ,IT/웹/통신,2.7,3424,IT
(주)핑거 ,IT/웹/통신,2.7,3741,IT
이씨플라자(주) ,IT/웹/통신,2.4,2703,IT
(주)다노 ,IT/웹/통신,3.3,3531,IT
(주)씨케이앤비 ,IT/웹/통신,1.9,2638,IT
(주)중고나라 ,IT/웹/통신,2.8,3877,IT
(주)트위니 ,IT/웹/통신,2.5,3639,IT
위자드랩(주) ,IT/웹/통신,2.2,3466,IT
(주)엠스텍 ,IT/웹/통신,2.1,2616,IT
(주)와이드모바일 ,IT/웹/통신,2.5,3001,IT
아이템베이(주) ,IT/웹/통신,2.4,3782,IT
한국자산평가(주) ,IT/웹/통신,3.2,3945,IT
(주)싸이버로지텍 ,IT/웹/통신,3.2,5162,IT
(주)에스더블유엠 ,IT/웹/통신,1.9,3935,IT
(주)오픈베이스 ,IT/웹/통신,2.9,3662,IT
(주)위세아이텍 ,IT/웹/통신,2.4,3509,IT
아마존웹서비스 ,IT/웹/통신,3.9,7792,IT
에스넷시스템(주) ,IT/웹/통신,2.9,4062,IT
시스게이트(주) ,IT/웹/통신,2.5,2552,IT
크리스피드(주) ,IT/웹/통신,2.7,3377,IT
(주)넷앤드 ,IT/웹/통신,2.9,5500,IT
(주)아이티에스노아 ,IT/웹/통신,1.9,3656,IT
(주)바로고 ,IT/웹/통신,3.3,4266,IT
(주)앱코 ,IT/웹/통신,1.8,3294,IT
(주)패스트뷰 ,IT/웹/통신,2.9,3282,IT
(주)플레이오토 ,IT/웹/통신,2.7,3158,IT
와치텍(주) ,IT/웹/통신,3,3436,IT
(주)누리플렉스 ,IT/웹/통신,2.8,3767,IT
(주)디파이 ,IT/웹/통신,3.2,3377,IT
(주)티맥스데이터 ,IT/웹/통신,3,5221,IT
번개장터(주) ,IT/웹/통신,3.5,4338,IT
블리자드엔터테인먼트(유) ,IT/웹/통신,2.8,5168,IT
유라클(주) ,IT/웹/통신,3,4251,IT
(주)모비젠 ,IT/웹/통신,3.2,4063,IT
(주)시큐브 ,IT/웹/통신,2.5,3179,IT
(주)오파스넷 ,IT/웹/통신,3.5,3520,IT
(주)인벤 ,IT/웹/통신,2.4,3041,IT
(주)인성정보 ,IT/웹/통신,3.1,3989,IT
인픽스(주) ,IT/웹/통신,3.1,3276,IT
케이웨더(주) ,IT/웹/통신,2.3,3402,IT
(주)아이엠폼 ,IT/웹/통신,2.3,2671,IT
에릭슨엘지(주) ,IT/웹/통신,3.2,5075,IT
(주)옐로모바일 ,IT/웹/통신,2.3,3853,IT
(주)인지소프트 ,IT/웹/통신,2.8,4167,IT
(주)토탈소프트뱅크 ,IT/웹/통신,2.5,2890,IT
세종텔레콤(주) ,IT/웹/통신,2.3,4164,IT
(주)플랜아이 ,IT/웹/통신,3,3057,IT
(주)픽스다인 ,IT/웹/통신,2.2,3022,IT
에이케이아이에스(주) ,IT/웹/통신,2.7,4236,IT
(주)브이티더블유 ,IT/웹/통신,2.6,4144,IT
(주)판도라티비 ,IT/웹/통신,2.8,3049,IT
교보정보통신(주) ,IT/웹/통신,2.9,4636,IT
비스텔(주) ,IT/웹/통신,3.5,3556,IT
(주)마이셀럽스 ,IT/웹/통신,2.8,4196,IT
(주)매경닷컴 ,IT/웹/통신,2.5,3179,IT
(주)스마트스코어 ,IT/웹/통신,2.2,3872,IT
(주)데일리 ,IT/웹/통신,3.2,3307,IT
(주)셀바스에이아이 ,IT/웹/통신,2.9,4581,IT
(주)유웨이어플라이 ,IT/웹/통신,2.5,3075,IT
(주)디케이비엠시 ,IT/웹/통신,2,3090,IT
(주)아이티센 ,IT/웹/통신,3.1,4066,IT
리뷰플레이스 ,IT/웹/통신,3.2,3831,IT
메디컬아이피(주) ,IT/웹/통신,3.6,4215,IT
(주)네오플 ,IT/웹/통신,3.7,4542,IT
델인터내셔널(주) ,IT/웹/통신,3.4,5681,IT
링크제니시스(주) ,IT/웹/통신,2.3,2948,IT
엠게임(주) ,IT/웹/통신,2.6,3034,IT
(주)쿠캣 ,IT/웹/통신,2.5,3227,IT
소프트캠프(주) ,IT/웹/통신,2.7,4479,IT
집닥(주) ,IT/웹/통신,3.4,3463,IT
(주)유디아이디 ,IT/웹/통신,2.8,3385,IT
펜타시스템테크놀러지(주) ,IT/웹/통신,3.3,3858,IT
(주)위엠비 ,IT/웹/통신,2.9,3784,IT
뤼이드(주) ,IT/웹/통신,3.1,5207,IT
어드밴텍케이알(주) ,IT/웹/통신,2.4,3906,IT
(주)버넥트 ,IT/웹/통신,3,4492,IT
(주)와이어트 ,IT/웹/통신,2.4,4005,IT
(주)이토마토 ,IT/웹/통신,2,3706,IT
(주)티라유텍 ,IT/웹/통신,2.5,3882,IT
(주)파인원홀딩스 ,IT/웹/통신,2.7,3336,IT
넷마블몬스터(주) ,IT/웹/통신,2.6,4113,IT
평화이즈(주) ,IT/웹/통신,2.8,3649,IT
한화에스앤씨(주) ,IT/웹/통신,3.2,4907,IT
(주)그린웍스 ,IT/웹/통신,2.1,2988,IT
(주)뱅크샐러드 ,IT/웹/통신,3.2,5473,IT
메가넥스트(주) ,IT/웹/통신,2.8,3263,IT
디아이웨어(주) ,IT/웹/통신,2.2,4496,IT
스포카(주) ,IT/웹/통신,3.3,2965,IT
(주)사이버다임 ,IT/웹/통신,2.7,3747,IT
(주)에이블리코퍼레이션 ,IT/웹/통신,3.1,4039,IT
현대정보기술(주) ,IT/웹/통신,2.5,4087,IT
(주)디케이아이테크놀로지 ,IT/웹/통신,2.8,3579,IT
